language,country,status
Japanese,Brazil,minority
Japanese,Peru,minority
Japanese,United States,minority
Japanese,Palau,regional
Japanese,Taiwan,minority
Ryukyuan,Brazil,minority
Ryukyuan,Japan,minority
Ryukyuan,Taiwan,minority
Korean,Australia,minority
Korean,Brazil,minority
Korean,Canada,minority
Korean,China,minority
Korean,Japan,minority
Korean,North Korea,official
Korean,Philippines,minority
Korean,South Korea,official
Korean,Taiwan,minority
Korean,United States,minority
Jeju,South Korea,regional
Basque,France,regional
Basque,Spain,official
Basque,Venezuela,minority
Nihali,India,minority
Georgian,Georgia,official
Georgian,Turkey,minority
Georgian,Iran,minority
Georgian,Azerbaijan,minority
Mingrelian language,Georgia,significant language
Mingrelian language,Abkhazia,significant language
Svan language,Georgia,minority
Laz language,Turkey,significant language
Laz language,Georgia,minority
Burmese,Myanmar,official
Burmese,Malaysia,minority
Burmese,Singapore,minority
Burmese,Thailand,minority
Dzongkha,Bhutan,official
Tibetan,China,regional
Tibetan,Nepal,regional
Tibetan,India,minority
Hani,China,regional
Hani,Vietnam,regional
Hani,Laos,minority
Karen,Australia,minority
Karen,Myanmar,minority
Karen,Thailand,minority
Karen,United States,minority
Lahu,China,regional
Lahu,Laos,minority
Lahu,Myanmar,minority
Lahu,Thailand,minority
Lahu,United States,minority
Lahu,Vietnam,minority
Meithei,India,regional
"Nuosu (Yi, Lolo)",China,regional
"Nuosu (Yi, Lolo)",Vietnam,minority
Cantonese,Angola,minority
Cantonese,Cape Verde,minority
Cantonese,Mauritius,minority
Cantonese,South Africa,minority
Cantonese,Brunei,minority
Cantonese,Cambodia,minority
Cantonese,China,regional
Cantonese,Hong Kong,official
Cantonese,Indonesia,minority
Cantonese,Japan,minority
Cantonese,North Korea,minority
Cantonese,South Korea,minority
Cantonese,Laos,minority
Cantonese,Macau,official
Cantonese,Malaysia,minority
Cantonese,Myanmar,minority
Cantonese,Philippines,minority
Cantonese,Singapore,minority
Cantonese,Thailand,minority
Cantonese,Vietnam,minority
Cantonese,Bulgaria,minority
Cantonese,France,minority
Cantonese,Germany,minority
Cantonese,Ireland,minority
Cantonese,Italy,minority
Cantonese,Netherlands,minority
Cantonese,Romania,minority
Cantonese,Russia,minority
Cantonese,Serbia,minority
Cantonese,Spain,minority
Cantonese,United Kingdom,minority
Cantonese,Canada,minority
Cantonese,Cuba,minority
Cantonese,Dominican Republic,minority
Cantonese,Jamaica,minority
Cantonese,Mexico,minority
Cantonese,Nicaragua,minority
Cantonese,Panama,minority
Cantonese,Trinidad and Tobago,minority
Cantonese,United States,minority
Cantonese,Australia,minority
Cantonese,Fiji,minority
Cantonese,New Zealand,minority
Cantonese,Samoa,minority
Cantonese,Tonga,minority
Cantonese,Argentina,minority
Cantonese,Brazil,minority
Cantonese,Chile,regional
Cantonese,Guyana,minority
Cantonese,Suriname,minority
Cantonese,Peru,minority
Cantonese,Suriname,minority
Cantonese,Venezuela,minority
Taishanese,South Africa,minority
Taishanese,China,regional
Taishanese,Indonesia,minority
Taishanese,Malaysia,minority
Taishanese,Philippines,minority
Taishanese,Singapore,minority
Taishanese,Thailand,minority
Taishanese,Vietnam,minority
Taishanese,United Kingdom,minority
Taishanese,Canada,minority
Taishanese,United States,minority
Taishanese,Australia,minority
Taishanese,New Zealand,minority
Taishanese,Brazil,minority
Taishanese,Peru,minority
Taishanese,Venezuela,minority
Hakka,Angola,minority
Hakka,Cape Verde,minority
Hakka,Mauritius,minority
Hakka,South Africa,minority
Hakka,Brunei,minority
Hakka,Cambodia,minority
Hakka,China,regional
Hakka,Hong Kong,minority
Hakka,Indonesia,minority
Hakka,Japan,minority
Hakka,North Korea,minority
Hakka,South Korea,minority
Hakka,Laos,minority
Hakka,Macau,minority
Hakka,Malaysia,minority
Hakka,Myanmar,minority
Hakka,Philippines,minority
Hakka,Singapore,minority
Hakka,Taiwan,official
Hakka,Thailand,minority
Hakka,Vietnam,minority
Hakka,Bulgaria,minority
Hakka,France,minority
Hakka,Germany,minority
Hakka,Ireland,minority
Hakka,Italy,minority
Hakka,Netherlands,minority
Hakka,Romania,minority
Hakka,Russia,minority
Hakka,Serbia,minority
Hakka,Spain,minority
Hakka,United Kingdom,minority
Hakka,Canada,minority
Hakka,Cuba,minority
Hakka,Dominican Republic,minority
Hakka,Jamaica,minority
Hakka,Mexico,minority
Hakka,Nicaragua,minority
Hakka,Panama,minority
Hakka,Trinidad and Tobago,minority
Hakka,United States,minority
Hakka,Australia,minority
Hakka,Fiji,minority
Hakka,New Zealand,minority
Hakka,Samoa,minority
Hakka,Tonga,minority
Hakka,Argentina,minority
Hakka,Brazil,minority
Hakka,Chile,regional
Hakka,Guyana,minority
Hakka,Peru,minority
Hakka,Suriname,minority
Mandarin (Standard Chinese),Angola,minority
Mandarin (Standard Chinese),Cape Verde,minority
Mandarin (Standard Chinese),Mauritius,minority
Mandarin (Standard Chinese),South Africa,minority
Mandarin (Standard Chinese),Brunei,minority
Mandarin (Standard Chinese),Cambodia,minority
Mandarin (Standard Chinese),China,official
Mandarin (Standard Chinese),Hong Kong,minority
Mandarin (Standard Chinese),Indonesia,minority
Mandarin (Standard Chinese),Japan,minority
Mandarin (Standard Chinese),North Korea,minority
Mandarin (Standard Chinese),South Korea,minority
Mandarin (Standard Chinese),Laos,minority
Mandarin (Standard Chinese),Macau,minority
Mandarin (Standard Chinese),Malaysia,minority
Mandarin (Standard Chinese),Myanmar,minority
Mandarin (Standard Chinese),Philippines,minority
Mandarin (Standard Chinese),Singapore,official
Mandarin (Standard Chinese),Taiwan,official
Mandarin (Standard Chinese),Thailand,minority
Mandarin (Standard Chinese),Vietnam,minority
Mandarin (Standard Chinese),Bulgaria,minority
Mandarin (Standard Chinese),France,minority
Mandarin (Standard Chinese),Germany,minority
Mandarin (Standard Chinese),Ireland,minority
Mandarin (Standard Chinese),Italy,minority
Mandarin (Standard Chinese),Netherlands,minority
Mandarin (Standard Chinese),Romania,minority
Mandarin (Standard Chinese),Russia,minority
Mandarin (Standard Chinese),Serbia,minority
Mandarin (Standard Chinese),Spain,minority
Mandarin (Standard Chinese),United Kingdom,minority
Mandarin (Standard Chinese),Canada,minority
Mandarin (Standard Chinese),Cuba,minority
Mandarin (Standard Chinese),Dominican Republic,minority
Mandarin (Standard Chinese),Jamaica,minority
Mandarin (Standard Chinese),Mexico,minority
Mandarin (Standard Chinese),Nicaragua,minority
Mandarin (Standard Chinese),Panama,minority
Mandarin (Standard Chinese),Puerto Rico,minority
Mandarin (Standard Chinese),Trinidad and Tobago,minority
Mandarin (Standard Chinese),United States,minority
Mandarin (Standard Chinese),Australia,minority
Mandarin (Standard Chinese),Fiji,minority
Mandarin (Standard Chinese),New Zealand,minority
Mandarin (Standard Chinese),Samoa,minority
Mandarin (Standard Chinese),Tonga,minority
Mandarin (Standard Chinese),Argentina,minority
Mandarin (Standard Chinese),Brazil,minority
Mandarin (Standard Chinese),Chile,regional
Mandarin (Standard Chinese),Guyana,minority
Mandarin (Standard Chinese),Peru,minority
Mandarin (Standard Chinese),Suriname,minority
Mandarin (Standard Chinese),Venezuela,minority
Min/Min Nan,Angola,minority
Min/Min Nan,Cape Verde,minority
Min/Min Nan,Mauritius,minority
Min/Min Nan,South Africa,minority
Min/Min Nan,Brunei,minority
Min/Min Nan,Cambodia,minority
Min/Min Nan,China,regional
Min/Min Nan,Hong Kong,minority
Min/Min Nan,Indonesia,minority
Min/Min Nan,Japan,minority
Min/Min Nan,North Korea,minority
Min/Min Nan,South Korea,minority
Min/Min Nan,Laos,minority
Min/Min Nan,Macau,minority
Min/Min Nan,Malaysia,minority
Min/Min Nan,Myanmar,minority
Min/Min Nan,Philippines,minority
Min/Min Nan,Singapore,minority
Min/Min Nan,Taiwan,de facto
Min/Min Nan,Thailand,minority
Min/Min Nan,Vietnam,minority
Min/Min Nan,Bulgaria,minority
Min/Min Nan,France,minority
Min/Min Nan,Germany,minority
Min/Min Nan,Ireland,minority
Min/Min Nan,Italy,minority
Min/Min Nan,Netherlands,minority
Min/Min Nan,Romania,minority
Min/Min Nan,Russia,minority
Min/Min Nan,Serbia,minority
Min/Min Nan,Spain,minority
Min/Min Nan,United Kingdom,minority
Min/Min Nan,Canada,minority
Min/Min Nan,Cuba,minority
Min/Min Nan,Dominican Republic,minority
Min/Min Nan,Jamaica,minority
Min/Min Nan,Mexico,minority
Min/Min Nan,Nicaragua,minority
Min/Min Nan,Panama,minority
Min/Min Nan,Trinidad and Tobago,minority
Min/Min Nan,United States,minority
Min/Min Nan,Australia,minority
Min/Min Nan,Fiji,minority
Min/Min Nan,New Zealand,minority
Min/Min Nan,Samoa,minority
Min/Min Nan,Tonga,minority
Min/Min Nan,Argentina,minority
Min/Min Nan,Brazil,minority
Min/Min Nan,Chile,regional
Min/Min Nan,Guyana,minority
Min/Min Nan,Peru,minority
Min/Min Nan,Suriname,minority
Gaoyang,China,regional
Hui,China,regional
Jin,China,regional
Hainanese,China,regional
Pinghua,China,regional
Wu,China,regional
Wu,Hong Kong,minority
Wu,United States,minority
Wu,Canada,minority
Xiang,China,regional
Bajau,Indonesia,minority
Bajau,Malaysia,minority
Bajau,Philippines,minority
Brunei Malay,Brunei,regional
Brunei Malay,Malaysia,minority
Coastal Kadazan,Malaysia,minority
Iban,Malaysia,regional
Iban,Brunei,minority
Iban,Indonesia,minority
Malagasy,Comoros,minority
Malagasy,Madagascar,official
Malagasy,Mayotte,minority
Sama,Indonesia,minority
Sama,Malaysia,minority
Sama,Philippines,minority
Yakan,Philippines,regional
Aklanon,Philippines,regional
Bantik,Indonesia,minority
Bikol,Philippines,regional
Bolinao,Philippines,regional
Cebuano,Philippines,regional
Cebuano,Saudi Arabia,minority
Cebuano,United States,minority
Cuyonon,Philippines,minority
Hiligaynon,Philippines,regional
Hiligaynon,United States,minority
Ibanag,Philippines,regional
Ifugao,Philippines,minority
Ilocano,Philippines,regional
Ilocano,United States,minority
Iranun,Malaysia,minority
Iranun,Philippines,regional
Ivatan,Philippines,minority
Kalinga,Philippines,minority
Kamayo,Philippines,minority
Kankana-ey,Philippines,minority
Kapampangan,Philippines,regional
Kinaray-a,Philippines,minority
Maguindanao,Philippines,regional
Maranao,Malaysia,minority
Maranao,Philippines,regional
Maranao,Saudi Arabia,minority
Maranao,United States,minority
Masbatenyo,Philippines,minority
Pangasinan,Philippines,regional
Romblomanon,Philippines,minority
Sangirese,Indonesia,minority
Sangirese,Philippines,minority
Surigaonon,Philippines,regional
Tagalog,Australia,minority
Tagalog,Brunei,minority
Tagalog,Canada,minority
Tagalog,Guam,regional
Tagalog,Hong Kong,minority
Tagalog,Indonesia,minority
Tagalog,Israel,minority
Tagalog,Italy,minority
Tagalog,Japan,minority
Tagalog,Kuwait,minority
Tagalog,Malaysia,minority
Tagalog,New Zealand,minority
Tagalog,Palau,regional
Tagalog,Philippines,official
Tagalog,Qatar,minority
Tagalog,Saudi Arabia,minority
Tagalog,Singapore,minority
Tagalog,South Korea,minority
Tagalog,Spain,minority
Tagalog,Taiwan,minority
Tagalog,Thailand,minority
Tagalog,United Arab Emirates,minority
Tagalog,United Kingdom,minority
Tagalog,United States,minority
Tao,Taiwan,minority
Talaud,Indonesia,minority
Tausug,Brunei,minority
Tausug,Indonesia,minority
Tausug,Malaysia,minority
Tausug,Philippines,regional
Tondano,Indonesia,minority
Tonsawang,Indonesia,minority
Tonsea,Indonesia,minority
Waray,Philippines,regional
Zambal,Philippines,regional
Fijian,Fiji,official
Carolinian,Northern Mariana Islands,official
Carolinian,Guam,minority
Chuukese,FS. Micronesia,regional
Gilbertese,Fiji,minority
Gilbertese,Kiribati,official
Gilbertese,Nauru,minority
Gilbertese,Solomon Islands,minority
Gilbertese,Tuvalu,minority
Gilbertese,Vanuatu,minority
Kosraean,FS. Micronesia,regional
Marshallese,Marshall Islands,official
Nauruan,Nauru,official
Pohnpeian,FS. Micronesia,regional
Sosorolese,Palau,regional
Tobian,Palau,regional
Ulithian,FS. Micronesia,regional
Yapese,FS. Micronesia,regional
Cook Islands Māori,Cook Islands,official
Futunan,Wallis and Futuna,official
Hawaiian,Hawaii,official
Māori,New Zealand,official
Niuean,Cook Islands,minority
Niuean,Niue,official
Niuean,New Zealand,minority
Niuean,Tonga,minority
Rapa Nui,Easter Island,official
Samoan,American Samoa,official
Samoan,Samoa,official
Tahitan,French Polynesia,official
Tokelauan,Tokelau,official
Tongan,Tonga,official
Tuvaluan,Tuvalu,official
Wallisian,Wallis and Futuna,official
Acehnese,Indonesia,minority
Balinese,Indonesia,minority
Banjarese,Indonesia,minority
Cham,Cambodia,minority
Cham,Vietnam,minority
Cham,Malaysia,minority
Indonesian,Indonesia,official
Indonesian,East Timor,official
Indonesian,Malaysia,minority
Indonesian,Brunei,minority
Indonesian,Singapore,minority
Indonesian,Taiwan,de facto
Indonesian,Thailand,minority
Indonesian,Philippines,minority
Jarai,Vietnam,minority
Jarai,Cambodia,minority
Javanese,Indonesia,regional
Javanese,Malaysia,minority
Javanese,Suriname,minority
Lampung,Indonesia,minority
Madurese,Indonesia,minority
Makassarese,Indonesia,minority
Malay,Malaysia,official
Malay,Brunei,official
Malay,Singapore,official
Malay,Indonesia,regional
Malay,Philippines,minority
Malay,Taiwan,minority
Malay,Thailand,minority
Minangkabau,Indonesia,regional
Minangkabau,Malaysia,regional
Minangkabau,Singapore,minority
Palauan,Palau,official
Rejang,Indonesia,minority
Sasak,Indonesia,minority
Tetum,East Timor,official
Evenki,Russia,minority
Evenki,China,minority
Evenki,Mongolia,minority
Nanai (Hezhen),Russia,minority
Nanai (Hezhen),China,minority
Manchu,China,regional
Estonian,Estonia,official
Estonian,Finland,minority
Estonian,Russia,minority
Finnish,Finland,official
Finnish,Estonia,minority
Finnish,Norway,minority
Finnish,Russia,minority
Finnish,Sweden,minority
Hungarian,Hungary,official
Hungarian,Serbia,minority
Hungarian,Romania,minority
Hungarian,Slovakia,minority
Hungarian,Austria,minority
Hungarian,Ukraine,minority
Sami,Finland,regional
Sami,Norway,official
Sami,Russia,minority
Sami,Sweden,regional
Navajo,United States,minority
Apache,United States,minority
Chiricahua,United States,minority
Jicarilla,United States,minority
Lipan Apache,United States,minority
Plains Apache,United States,minority
Mescalero,United States,minority
Western Apache,United States,minority
Cherokee,United States,regional
Erie (Language),United States,minority
Hopi,United States,regional
Tübatulabal,United States,minority
Tongva,United States,minority
Numic,United States,minority
Bahnar,Vietnam,minority
Bru,Laos,minority
Bru,Vietnam,minority
Bru,Thailand,minority
Khasi,India,regional
Khasi,Bangladesh,minority
Khmer,Cambodia,official
Khmer,Vietnam,minority
Khmer,Thailand,minority
Khmu,Laos,minority
Khmu,Vietnam,minority
Khmu,Thailand,minority
Khmu,China,minority
Kuy,Thailand,minority
Kuy,Cambodia,minority
Kuy,Laos,minority
Mnong,Vietnam,minority
Mnong,Cambodia,minority
Mon,Myanmar,regional
Mon,Thailand,minority
Muong,Vietnam,regional
Vietnamese,Vietnam,official
Vietnamese,Czech Republic,minority
Vietnamese,United States,minority
Vietnamese,Australia,minority
Vietnamese,Cambodia,minority
Vietnamese,Canada,minority
Vietnamese,France,minority
Vietnamese,Laos,minority
Wa,Myanmar,regional
Wa,China,regional
Bouyei,China,regional
Bouyei,Vietnam,minority
Lao,Laos,official
Lao,Thailand,minority
Thai,Thailand,official
Thai,China,minority
Thai,Myanmar,minority
Thai,Vietnam,minority
Shan,Myanmar,regional
Shan,Thailand,regional
Nung,Vietnam,regional
Tày,Vietnam,regional
Zhuang,China,regional
"Hmong
(Miao)",China,minority
"Hmong
(Miao)",Vietnam,minority
"Hmong
(Miao)",Laos,minority
"Hmong
(Miao)",Thailand,minority
"Hmong
(Miao)",United States,minority
"Hmong
(Miao)",Australia,minority
"Hmong
(Miao)",France,minority
"Mienic
(Yao)",China,minority
"Mienic
(Yao)",Vietnam,minority
"Mienic
(Yao)",Laos,minority
"Mienic
(Yao)",Thailand,minority
Yolŋu,Australia,minority
Gurindji,Australia,minority
Ngaanyatjarra,Australia,minority
Kartu,Australia,minority
Karnic,Australia,minority
Yotayotic,Australia,minority
Yuin–Kuric,Australia,minority
Warlpiri,Australia,minority
Kalaw Lagaw Ya,Australia,minority
Warrongo,Australia,minority
