language,country,status
Montenegrin,Montenegro,official
Montenegrin,Serbia,"minority, official in some municipalities"
Montenegrin,Kosovo,minority
Montenegrin,Macedonia,minority
Polish,Belarus,significant minority
Polish,Lithuania,significant minority
Polish,Poland,official
Polish,Ukraine,significant minority
Polish,Brazil,minority; see Polish Brazilian
Polish,Ireland,minority
Polish,United States,not official – minority
Russian,Armenia,significant minority
Russian,Azerbaijan,significant minority
Russian,Belarus,co-official with Belarusian
Russian,Bulgaria,minority
Russian,China,minority
Russian,Cyprus,significant minority
Russian,Estonia,significant minority
Russian,Finland,minority
Russian,Georgia,significant minority
Russian,Germany,significant minority
Russian,Greece,minority
Russian,Israel,significant minority
Russian,Jordan,significant minority
Russian,Kazakhstan,co-official with Kazakh
Russian,North Korea,minority
Russian,Kyrgyzstan,co-official with Kyrgyz
Russian,Latvia,significant minority
Russian,Lithuania,minority
Russian,Transnistria,co-official with Ukrainian and Romanian
Russian,Mongolia,significant minority
Russian,Moldova,co-official in Gagauzia with Gagauz and Romanian
Russian,Norway,minority
Russian,Poland,minority
Russian,Romania,significant minority
Russian,Russia,official
Russian,Serbia,minority
Russian,Turkey,significant minority
Russian,Tajikistan,significant minority
Russian,Turkmenistan,significant minority
Russian,Ukraine,"significant minority, regional in some regions"
Russian,Uzbekistan,significant minority
Rusyn,Hungary,minority
Rusyn,Poland,minority
Rusyn,Romania,minority
Rusyn,Slovakia,minority
Rusyn,Ukraine,official in Zakarpattia
Rusyn,Serbia,"co-official in The Autonomous Province of Vojvodina with Serbian, Hungarian, 
Slovak, Romanian, and Croatian."
Serbian,Bosnia and Herzegovina,official with Croatian and Bosnian
Serbian,Croatia,significant minority
Serbian,Kosovo,co-official with Albanian
Serbian,Macedonia,minority
Serbian,Montenegro,minority
Serbian,Romania,co-official in Caraşova
Serbian,Serbia,official
Slovak,Czech Republic,Co-official
Slovak,Slovakia,official
Slovene,Austria,minority
Slovene,Croatia,minority
Slovene,Hungary,minority
Slovene,Italy,"co-official in Friuli-Venezia Giulia with Friulian, Italian and German"
Slovene,Slovenia,official
Slovene,United States,minority in Ohio
"Sorbian, Lower",Germany,regional language in Brandenburg
"Sorbian, Upper",Germany,regional language in Brandenburg and Saxony
Ukrainian,Argentina,minority
Ukrainian,Belarus,significant minority
Ukrainian,Brazil,minority
Ukrainian,Canada,minority
Ukrainian,Hungary,minority
Ukrainian,Kazakhstan,significant minority
Ukrainian,Kyrgyzstan,minority
Ukrainian,Moldova,significant minority
Ukrainian,Slovakia,minority
Ukrainian,Poland,minority
Ukrainian,Romania,significant minority
Ukrainian,Russia,significant minority
Ukrainian,Transnistria,co-official with Romanian and Russian
Ukrainian,Ukraine,official
Ukrainian,United Kingdom,minority
Ukrainian,United States,minority
Ukrainian,Uzbekistan,minority
Mongolian,Mongolia,official
Mongolian,China,"regional, co-official with Chinese in Inner Mongolia Autonomous Region"
Kalmyk Oirat,Russia,official language in  Kalmykia
Daur,China,"minority, spoken by Daur people in Morin Dawa Daur Autonomous Banner of Inner 
Mongolia"
Azerbaijani,Azerbaijan,official
Azerbaijani,Iran,"co-official, as well as in Iranian Azerbaijan"
Azerbaijani,Iraq,minority
Azerbaijani,Georgia,regional
Azerbaijani,Russia,co-official in Dagestan
Azerbaijani,Syria,minority
Azerbaijani,Turkey,regional
Azerbaijani,Ukraine,minority
Azerbaijani,Belarus,minority
Uyghur,China,"regional, co-official with Chinese in Xinjiang Uyghur Autonomous Region"
Uyghur,Kazakhstan,minority
Uzbek,Afghanistan,minority
Uzbek,China,minority
Uzbek,Kyrgyzstan,minority
Uzbek,Russia,minority
Uzbek,Tajikistan,minority
Uzbek,Turkmenistan,minority
Uzbek,Uzbekistan,official
Kazakh,Afghanistan,minority
Kazakh,China,"regional, co-official with Chinese in Ili Kazakh Autonomous Prefecture in 
Xinjiang Uyghur Autonomous Region"
Kazakh,Iran,minority
Kazakh,Kazakhstan,official
Kazakh,Mongolia,minority
Kazakh,Russia,minority
Kazakh,Tajikistan,minority
Kazakh,Turkey,minority
Kazakh,Turkmenistan,minority
Kazakh,Ukraine,minority
Kazakh,Uzbekistan,minority
Kyrgyz,Afghanistan,minority
Kyrgyz,China,minority
Kyrgyz,Kyrgyzstan,official
Kyrgyz,Pakistan,minority
Kyrgyz,Tajikistan,minority
Turkish,Turkey,official
Turkish,Cyprus,co-official with Greek
Turkish,Iran,recognized regional lang.
Turkish,Iraq,recognized regional lang.
Turkish,Kosovo,recognized regional lang.
Turkish,Macedonia,recognized regional lang.
Turkish,Romania,recognized minority lang.
Turkish,Bulgaria,minority
Turkish,Greece,minority
Turkish,Germany,significant minority
Turkish,Netherlands,significant minority
Turkish,Israel,"significant minority, from immigration from Palestine"
Turkish,Austria,significant minority
Turkish,Denmark,significant minority
Turkish,Sweden,"significant minority, from immigration from North Macedonia and Bulgaria"
Turkish,Belgium,significant minority
Turkish,United Kingdom,"significant minority, from immigration from Cyprus"
Turkish,New Zealand,"significant minority, from immigration from Cyprus, via UK"
Turkish,Switzerland,significant minority
Turkish,Poland,"significant minority, from immigration from Germany"
Turkish,Ukraine,"significant minority, from immigration from Georgia"
Turkish,France,"significant minority, from immigration from Algeria"
Turkish,Canada,"significant minority, from immigration from Cyprus and Algeria"
Turkish,United States,"significant minority, especially in big cities, such as New York City, 
Philadelphia and Chicago"
Turkish,Australia,"significant minority, from immigration from Cyprus"
Turkish,Ireland,"significant minority, from immigration from Cyprus"
Turkish,Norway,"significant minority, also from immigration from Algeria"
Turkmen,Turkmenistan,official
Turkmen,Iraq,majority in northern Iraq
Turkmen,Iran,minority
Turkmen,Afghanistan,minority
Turkmen,Russia,spoken in Stavropol Krai
Turkmen,Turkey,minority
Gagauz,Găgăuzia,"official language of the autonomous region of Gagauzia, Moldova"
Gagauz,Moldova,recognized minority language
Gagauz,Ukraine,recognized minority language
Tatar,Tatarstan,official language of the Republic of Tatarstan
Tatar,Russia,spoken in Russia and in former Soviet Union
Tatar,Turkey,minority
Crimean Tatar,Ukraine,"spoken in  Crimea and protected but not officially recognized language of 
Ukraine"
Crimean Tatar,Romania,minority language in Dobroudja
Crimean Tatar,Turkey,minority
Siberian Tatar,Russia,in Siberia
Arabic,Algeria,co-official with Berber
Arabic,Comoros,co-official with French
Arabic,Chad,co-official with French
Arabic,Djibouti,co-official with French
Arabic,Egypt,official
Arabic,Eritrea,co-official with Tigrinya
Arabic,Libya,official
Arabic,Mauritania,official
Arabic,Morocco,co-official with Berber
Arabic,Somalia,co-official with Somali
Arabic,Sudan,co-official with English
Arabic,Tunisia,official
Arabic,Western Sahara,co-official with Spanish
Arabic,Afghanistan,regional/religious
Arabic,Bahrain,official
Arabic,Iran,regional
Arabic,Iraq,co-official with Kurdish
Arabic,Israel,special status; formerly co-official with Hebrew
Arabic,Jordan,official
Arabic,Kuwait,official
Arabic,Lebanon,official
Arabic,Oman,official
Arabic,Pakistan,optional language/religious
Arabic,Palestine,official
Arabic,Philippines,optional language along with Spanish/religious
Arabic,Qatar,official
Arabic,Saudi Arabia,official
Arabic,Syria,official
Arabic,United Arab Emirates,official
Arabic,Yemen,official
Arabic,France,minority
Arabic,Germany,minority
Arabic,Italy,minority
Arabic,Netherlands,minority
Arabic,Spain,minority
Arabic,Sweden,minority
Arabic,Turkey,significant minority
Arabic,United Kingdom,minority
Arabic,Australia,minority
Arabic,Canada,minority
Arabic,United States,significant minority
Arabic,Argentina,"minority, immigrants from Lebanon"
Arabic,Brazil,"minority, see Arab Brazilian"
Arabic,Venezuela,"minority, from immigration. See Arab Venezuelan"
Amharic,Ethiopia,official
Hebrew,Judaism,Liturgical language of Judaism
Hebrew,Israel,official
Maltese,Malta,official
Maltese,Australia,minority
Maltese,Canada,minority
Maltese,Italy,minority
Maltese,United States,minority
Tigrinya,Eritrea,co-official with Arabic
Tigrinya,Ethiopia,minority
Badaga,India,minority
Brahui,Pakistan,"minority, spoken in Balochistan"
Brahui,Iran,minority
Brahui,Afghanistan,minority
Brahui,Turkmenistan,minority
Chenchu,India,minority
Duruwa,India,minority
Gondi,India,minority
Kannada,India,"official language in the state of Karnataka. Also spoken in the states of 
Telangana, Andhra Pradesh, Tamil Nadu, Kerala, Maharashtra, Goa. With 
significant minorities in Delhi, Gurgaon, Kolkata and Gujarat."
Kannada,United States,minority
Kolami,India,minority
Koraga,India,minority
Kota,India,"minority, endangered Dravidian language"
Koya,India,minority
Kui,India,minority
Kumarbhag Paharia,India,minority
Kurukh,Bangladesh,minority
Kurukh,India,minority
Maria,India,minority
Nagarchal,India,"minority, endangered Dravidian language"
Pardhan,India,minority
Sauria Paharia,India,minority
Sauria Paharia,Bangladesh,minority
Toda,India,"minority, endangered Dravidian language"
Telugu,India,"official Andhra Pradesh, Telangana and Yanam"
Telugu,Mauritius,minority
Telugu,Denmark,minority
Telugu,Germany,minority
Telugu,Ireland,minority
Telugu,Poland,minority
Telugu,Sweden,minority
Telugu,Russia,minority
Telugu,Malaysia,minority
Telugu,Myanmar,minority
Telugu,Saudi Arabia,minority
Telugu,Sri Lanka,minority
Telugu,United Arab Emirates,minority
Telugu,Australia,minority
Telugu,New Zealand,minority
Telugu,Canada,minority
Telugu,United States,minority
Telugu,Trinidad and Tobago,minority
Telugu,Guyana,minority
Telugu,Suriname,minority
Telugu,Guadeloupe,minority
Telugu,Martinique,minority
Tamil,India,"official language in the state of Tamil Nadu, Puducherry and Andaman and 
Nicobar Islands. Also spoken in the states of Telangana, Andhra Pradesh, 
Karnataka, Maharashtra, Kerala (Palakkad region). With significant 
minorities in Delhi, Gurgaon, Uttar Pradesh (NOIDA, Ghaziabad, Lucknow, 
Varanasi, Allahabad), Bengal (Kolkata and Durgapur), Gujarat (Ahmadabad, 
Baroda, Surat & Jamnagar), Rajasthan(Jaipur and Ajmer), small minorities in 
Bihar(Patna and Gaya) and Manipur."
Tamil,Sri Lanka,"official (national) language along with Sinhala, 1,229,000 Muslims, 
4,656,000 Hindu"
Tamil,Singapore,"official language along with Tamil, Mandarin, and Malay, 127,000 speakers
"
Tamil,Australia,minority
Tamil,Bahrain,"minority, 35,000 speakers"
Tamil,Canada,"significant minority, 200,000 speakers"
Tamil,Fiji,"significant minority, 78,000 speakers"
Tamil,France,significant minority
Tamil,Germany,"minority, 33,000 speakers"
Tamil,Malaysia,significant minority 1.8 million speakers
Tamil,Mauritius,"significant minority, 115,200 speakers"
Tamil,Myanmar,"significant minority, 151,000 speakers"
Tamil,New Zealand,minority
Tamil,Oman,"minority, 101,000 speakers"
Tamil,South Africa,"significant minority, 600,000 speakers"
Tamil,Thailand,"minority, 34,200 speakers"
Tamil,United Kingdom,Significant minority
Tamil,United States,"significant minority, 250,000 speakers"
Tamil,Trinidad and Tobago,minority
Tamil,Guyana,significant minority
Tamil,Suriname,minority
Tamil,Guadeloupe,minority
Tamil,Martinique,minority
Malayalam,India,"official at state of Kerala and Union Territory of Lakshwadeep. 

co-official in Puducherry (Mahe)"
Malayalam,United Arab Emirates,"significant minority, 319,000 speakers"
Malayalam,Australia,minority
Malayalam,Bahrain,"minority, 51,000 speakers"
Malayalam,Canada,"minority, 18,000 speakers"
Malayalam,Kuwait,minority
Malayalam,Malaysia,"minority, 172,000 speakers"
Malayalam,New Zealand,"minority, 6,000 speakers"
Malayalam,Oman,"minority, 69,000 speakers"
Malayalam,Qatar,"minority, 63,000 speakers"
Malayalam,Saudi Arabia,minority
Malayalam,Singapore,"minority, 24,000 speakers"
Malayalam,United Kingdom,minority
Malayalam,United States,"minority, 84,000 speakers"
Tulu,Bahrain,minority
Tulu,India,"minority; mainly in the region of Tulu Nadu, Karnataka and in the state of 
Maharashtra"
Tulu,Kuwait,minority
Tulu,Oman,minority
Tulu,Qatar,minority
Tulu,Saudi Arabia,significant minority
Tulu,United Arab Emirates,minority
Tulu,United States,significant minority
Kodava,India,minority
Ollari,India,minority
Japanese,Japan,national
Japanese,Philippines,significant minority. See Japanese in the Philippines
Japanese,France,minority
Japanese,Brazil,significant minority
Japanese,Peru,minority
Japanese,United States,minority
Japanese,Palau,Official in Angaur
Japanese,Taiwan,minority
Ryukyuan,Brazil,minority
Ryukyuan,Japan,minority
Ryukyuan,Taiwan,minority
Korean,Australia,minority
Korean,Brazil,minority
Korean,Canada,minority
Korean,China,"minority, co-official with Chinese in Yanbian Korean Autonomous Prefecture 
in Jilin Province"
Korean,Japan,minority
Korean,North Korea,official
Korean,Philippines,minority
Korean,South Korea,official
Korean,Taiwan,minority
Korean,United States,minority
Jeju,South Korea,"official, in Jeju Island"
Basque,France,majority in Northern Basque Country
Basque,Spain,co-official with Spanish in  Basque Country and parts of  Navarre
Basque,Venezuela,"minority, from immigration. See Basque Venezuelan"
Nihali,India,"minority, endangered language"
Georgian,Georgia,official
Georgian,Turkey,minority
Georgian,Iran,minority
Georgian,Azerbaijan,minority
Mingrelian language,Georgia,significant language
Mingrelian language,Abkhazia,significant language
Svan language,Georgia,minority
Laz language,Turkey,significant language
Laz language,Georgia,minority
Burmese,Myanmar,official
Burmese,Malaysia,minority
Burmese,Singapore,"minority, 50,000 p."
Burmese,Thailand,minority
Dzongkha,Bhutan,official
Tibetan,China,"minority, official in Tibet Autonomous Region"
Tibetan,Nepal,"minority, in Upper Mustang"
Tibetan,India,minority
Hani,China,"minority, in Yunnan province."
Hani,Vietnam,"minority, called ""Hà Nhì"""
Hani,Laos,"minority,"
Karen,Australia,"minority, 11,000 p."
Karen,Myanmar,"minority, 7 mi. p., Kayin state"
Karen,Thailand,"minority, 1 mi. p.,"
Karen,United States,"minority, 70,000 p."
Lahu,China,"minority, 720,000 peoples, in Yunnan province."
Lahu,Laos,minority
Lahu,Myanmar,"minority, 150,000 peoples"
Lahu,Thailand,"minority, 100,000 peoples"
Lahu,United States,minority
Lahu,Vietnam,"minority, called ""La Hủ"""
Meithei,India,"recognized minority, spoken by 1.25 mi. p. in Manipur and others"
"Nuosu (Yi, Lolo)",China,"minority, spoken by 7.76 mi. of Yi people in South China"
"Nuosu (Yi, Lolo)",Vietnam,"minority, called ""Lô Lô""."
Cantonese,Angola,minority
Cantonese,Cape Verde,minority
Cantonese,Mauritius,minority
Cantonese,South Africa,minority
Cantonese,Brunei,minority
Cantonese,Cambodia,minority
Cantonese,China,regional
Cantonese,Hong Kong,co-official with English
Cantonese,Indonesia,minority
Cantonese,Japan,minority
Cantonese,North Korea,minority
Cantonese,South Korea,minority
Cantonese,Laos,minority
Cantonese,Macau,co-official with Portuguese
Cantonese,Malaysia,minority
Cantonese,Myanmar,minority
Cantonese,Philippines,minority
Cantonese,Singapore,minority
Cantonese,Thailand,minority
Cantonese,Vietnam,minority
Cantonese,Bulgaria,minority
Cantonese,France,minority
Cantonese,Germany,minority
Cantonese,Ireland,minority
Cantonese,Italy,minority
Cantonese,Netherlands,minority
Cantonese,Romania,minority
Cantonese,Russia,minority
Cantonese,Serbia,minority
Cantonese,Spain,minority
Cantonese,United Kingdom,minority
Cantonese,Canada,minority
Cantonese,Cuba,minority
Cantonese,Dominican Republic,minority
Cantonese,Jamaica,minority
Cantonese,Mexico,minority
Cantonese,Nicaragua,minority
Cantonese,Panama,minority
Cantonese,Trinidad and Tobago,minority
Cantonese,United States,minority
Cantonese,Australia,minority
Cantonese,Fiji,minority
Cantonese,New Zealand,minority
Cantonese,Samoa,minority
Cantonese,Tonga,minority
Cantonese,Argentina,minority
Cantonese,Brazil,minority
Cantonese,Chile,regional
Cantonese,Guyana,minority
Cantonese,Suriname,minority
Cantonese,Peru,minority
Cantonese,Suriname,minority
Cantonese,Venezuela,minority
Taishanese,South Africa,minority
Taishanese,China,regional
Taishanese,Indonesia,minority
Taishanese,Malaysia,minority
Taishanese,Philippines,minority
Taishanese,Singapore,minority
Taishanese,Thailand,minority
Taishanese,Vietnam,minority
Taishanese,United Kingdom,minority
Taishanese,Canada,minority
Taishanese,United States,minority
Taishanese,Australia,minority
Taishanese,New Zealand,minority
Taishanese,Brazil,minority
Taishanese,Peru,minority
Taishanese,Venezuela,minority
Hakka,Angola,minority
Hakka,Cape Verde,minority
Hakka,Mauritius,minority
Hakka,South Africa,minority
Hakka,Brunei,minority
Hakka,Cambodia,minority
Hakka,China,regional
Hakka,Hong Kong,minority
Hakka,Indonesia,minority
Hakka,Japan,minority
Hakka,North Korea,minority
Hakka,South Korea,minority
Hakka,Laos,minority
Hakka,Macau,minority
Hakka,Malaysia,minority
Hakka,Myanmar,minority
Hakka,Philippines,minority
Hakka,Singapore,minority
Hakka,Taiwan,co-official with Chinese
Hakka,Thailand,minority
Hakka,Vietnam,minority
Hakka,Bulgaria,minority
Hakka,France,minority
Hakka,Germany,minority
Hakka,Ireland,minority
Hakka,Italy,minority
Hakka,Netherlands,minority
Hakka,Romania,minority
Hakka,Russia,minority
Hakka,Serbia,minority
Hakka,Spain,minority
Hakka,United Kingdom,minority
Hakka,Canada,minority
Hakka,Cuba,minority
Hakka,Dominican Republic,minority
Hakka,Jamaica,minority
Hakka,Mexico,minority
Hakka,Nicaragua,minority
Hakka,Panama,minority
Hakka,Trinidad and Tobago,minority
Hakka,United States,minority
Hakka,Australia,minority
Hakka,Fiji,minority
Hakka,New Zealand,minority
Hakka,Samoa,minority
Hakka,Tonga,minority
Hakka,Argentina,minority
Hakka,Brazil,minority
Hakka,Chile,regional
Hakka,Guyana,minority
Hakka,Peru,minority
Hakka,Suriname,minority
Mandarin (Standard Chinese),Angola,minority
Mandarin (Standard Chinese),Cape Verde,minority
Mandarin (Standard Chinese),Mauritius,minority
Mandarin (Standard Chinese),South Africa,minority
Mandarin (Standard Chinese),Brunei,minority
Mandarin (Standard Chinese),Cambodia,minority
Mandarin (Standard Chinese),China,national
Mandarin (Standard Chinese),Hong Kong,minority
Mandarin (Standard Chinese),Indonesia,minority
Mandarin (Standard Chinese),Japan,minority
Mandarin (Standard Chinese),North Korea,minority
Mandarin (Standard Chinese),South Korea,minority
Mandarin (Standard Chinese),Laos,minority
Mandarin (Standard Chinese),Macau,minority
Mandarin (Standard Chinese),Malaysia,significant minority
Mandarin (Standard Chinese),Myanmar,minority
Mandarin (Standard Chinese),Philippines,minority
Mandarin (Standard Chinese),Singapore,"co-official with English, Malay and Tamil"
Mandarin (Standard Chinese),Taiwan,official
Mandarin (Standard Chinese),Thailand,minority
Mandarin (Standard Chinese),Vietnam,minority
Mandarin (Standard Chinese),Bulgaria,minority
Mandarin (Standard Chinese),France,minority
Mandarin (Standard Chinese),Germany,minority
Mandarin (Standard Chinese),Ireland,minority
Mandarin (Standard Chinese),Italy,minority
Mandarin (Standard Chinese),Netherlands,minority
Mandarin (Standard Chinese),Romania,minority
Mandarin (Standard Chinese),Russia,minority
Mandarin (Standard Chinese),Serbia,minority
Mandarin (Standard Chinese),Spain,minority
Mandarin (Standard Chinese),United Kingdom,minority
Mandarin (Standard Chinese),Canada,minority
Mandarin (Standard Chinese),Cuba,minority
Mandarin (Standard Chinese),Dominican Republic,minority
Mandarin (Standard Chinese),Jamaica,minority
Mandarin (Standard Chinese),Mexico,minority
Mandarin (Standard Chinese),Nicaragua,minority
Mandarin (Standard Chinese),Panama,minority
Mandarin (Standard Chinese),Puerto Rico,minority
Mandarin (Standard Chinese),Trinidad and Tobago,minority
Mandarin (Standard Chinese),United States,minority
Mandarin (Standard Chinese),Australia,minority
Mandarin (Standard Chinese),Fiji,minority
Mandarin (Standard Chinese),New Zealand,minority
Mandarin (Standard Chinese),Samoa,minority
Mandarin (Standard Chinese),Tonga,minority
Mandarin (Standard Chinese),Argentina,minority
Mandarin (Standard Chinese),Brazil,minority
Mandarin (Standard Chinese),Chile,regional
Mandarin (Standard Chinese),Guyana,minority
Mandarin (Standard Chinese),Peru,minority
Mandarin (Standard Chinese),Suriname,minority
Mandarin (Standard Chinese),Venezuela,minority
Min/Min Nan,Angola,minority
Min/Min Nan,Cape Verde,minority
Min/Min Nan,Mauritius,minority
Min/Min Nan,South Africa,minority
Min/Min Nan,Brunei,minority
Min/Min Nan,Cambodia,minority
Min/Min Nan,China,regional
Min/Min Nan,Hong Kong,minority
Min/Min Nan,Indonesia,minority
Min/Min Nan,Japan,minority
Min/Min Nan,North Korea,minority
Min/Min Nan,South Korea,minority
Min/Min Nan,Laos,minority
Min/Min Nan,Macau,minority
Min/Min Nan,Malaysia,"minority, lingua franca in Penang"
Min/Min Nan,Myanmar,minority
Min/Min Nan,Philippines,minority
Min/Min Nan,Singapore,"widely spoken among the older generation, still a minority for the younger 
generation"
Min/Min Nan,Taiwan,"widely spoken, lingua franca alongside Hakka, see Taiwanese Hokkien, 
statutory language for public transportation announcements"
Min/Min Nan,Thailand,minority
Min/Min Nan,Vietnam,minority
Min/Min Nan,Bulgaria,minority
Min/Min Nan,France,minority
Min/Min Nan,Germany,minority
Min/Min Nan,Ireland,minority
Min/Min Nan,Italy,minority
Min/Min Nan,Netherlands,minority
Min/Min Nan,Romania,minority
Min/Min Nan,Russia,minority
Min/Min Nan,Serbia,minority
Min/Min Nan,Spain,minority
Min/Min Nan,United Kingdom,minority
Min/Min Nan,Canada,minority
Min/Min Nan,Cuba,minority
Min/Min Nan,Dominican Republic,minority
Min/Min Nan,Jamaica,minority
Min/Min Nan,Mexico,minority
Min/Min Nan,Nicaragua,minority
Min/Min Nan,Panama,minority
Min/Min Nan,Trinidad and Tobago,minority
Min/Min Nan,United States,minority
Min/Min Nan,Australia,minority
Min/Min Nan,Fiji,minority
Min/Min Nan,New Zealand,minority
Min/Min Nan,Samoa,minority
Min/Min Nan,Tonga,minority
Min/Min Nan,Argentina,minority
Min/Min Nan,Brazil,minority
Min/Min Nan,Chile,regional
Min/Min Nan,Guyana,minority
Min/Min Nan,Peru,minority
Min/Min Nan,Suriname,minority
Gaoyang,China,regional
Hui,China,regional
Jin,China,regional
Hainanese,China,regional
Pinghua,China,regional
Wu,China,regional
Wu,Hong Kong,minority
Wu,United States,minority
Wu,Canada,minority
Xiang,China,regional
Bajau,Indonesia,minority
Bajau,Malaysia,minority
Bajau,Philippines,minority
Brunei Malay,Brunei,regional
Brunei Malay,Malaysia,minority
Coastal Kadazan,Malaysia,minority
Iban,Malaysia,regional
Iban,Brunei,minority
Iban,Indonesia,minority
Malagasy,Comoros,minority
Malagasy,Madagascar,official
Malagasy,Mayotte,minority
Sama,Indonesia,minority
Sama,Malaysia,minority
Sama,Philippines,minority
Yakan,Philippines,regional
Aklanon,Philippines,regional
Bantik,Indonesia,minority
Bikol,Philippines,regional
Bolinao,Philippines,regional
Cebuano,Philippines,regional
Cebuano,Saudi Arabia,minority
Cebuano,United States,minority
Cuyonon,Philippines,minority
Hiligaynon,Philippines,regional
Hiligaynon,United States,minority
Ibanag,Philippines,regional
Ifugao,Philippines,minority
Ilocano,Philippines,regional
Ilocano,United States,minority
Iranun,Malaysia,minority
Iranun,Philippines,regional
Ivatan,Philippines,minority
Kalinga,Philippines,minority
Kamayo,Philippines,minority
Kankana-ey,Philippines,minority
Kapampangan,Philippines,regional
Kinaray-a,Philippines,minority
Maguindanao,Philippines,regional
Maranao,Malaysia,minority
Maranao,Philippines,regional
Maranao,Saudi Arabia,minority
Maranao,United States,minority
Masbatenyo,Philippines,minority
Pangasinan,Philippines,regional
Romblomanon,Philippines,minority
Sangirese,Indonesia,minority
Sangirese,Philippines,minority
Surigaonon,Philippines,regional
Tagalog,Australia,minority
Tagalog,Brunei,minority
Tagalog,Canada,minority
Tagalog,Guam,regional
Tagalog,Hong Kong,minority
Tagalog,Indonesia,minority
Tagalog,Israel,minority
Tagalog,Italy,minority
Tagalog,Japan,significant minority
Tagalog,Kuwait,minority
Tagalog,Malaysia,significant minority
Tagalog,New Zealand,minority
Tagalog,Palau,regional
Tagalog,Philippines,regional and co-official with English
Tagalog,Qatar,minority
Tagalog,Saudi Arabia,significant minority
Tagalog,Singapore,minority
Tagalog,South Korea,minority
Tagalog,Spain,minority
Tagalog,Taiwan,minority
Tagalog,Thailand,minority
Tagalog,United Arab Emirates,minority
Tagalog,United Kingdom,minority
Tagalog,United States,significant minority
Tao,Taiwan,minority
Talaud,Indonesia,minority
Tausug,Brunei,minority
Tausug,Indonesia,minority
Tausug,Malaysia,minority
Tausug,Philippines,regional
Tondano,Indonesia,minority
Tonsawang,Indonesia,minority
Tonsea,Indonesia,minority
Waray,Philippines,regional
Zambal,Philippines,regional
Fijian,Fiji,official
Carolinian,Northern Mariana Islands,official
Carolinian,Guam,minority
Chuukese,FS. Micronesia,regional
Gilbertese,Fiji,minority
Gilbertese,Kiribati,official
Gilbertese,Nauru,minority
Gilbertese,Solomon Islands,minority
Gilbertese,Tuvalu,minority
Gilbertese,Vanuatu,minority
Kosraean,FS. Micronesia,regional
Marshallese,Marshall Islands,official
Nauruan,Nauru,official
Pohnpeian,FS. Micronesia,regional
Sosorolese,Palau,regional
Tobian,Palau,regional
Ulithian,FS. Micronesia,regional
Yapese,FS. Micronesia,regional
Cook Islands Māori,Cook Islands,official
Futunan,Wallis and Futuna,official
Hawaiian,Hawaii,official
Māori,New Zealand,co-official with English and New Zealand Sign Language
Niuean,Cook Islands,minority
Niuean,Niue,official
Niuean,New Zealand,minority
Niuean,Tonga,minority
Rapa Nui,Easter Island,official
Samoan,American Samoa,official
Samoan,Samoa,official
Tahitan,French Polynesia,official
Tokelauan,Tokelau,official
Tongan,Tonga,official
Tuvaluan,Tuvalu,official
Wallisian,Wallis and Futuna,official
Acehnese,Indonesia,minority
Balinese,Indonesia,minority
Banjarese,Indonesia,minority
Cham,Cambodia,minority
Cham,Vietnam,minority
Cham,Malaysia,minority
Indonesian,Indonesia,official
Indonesian,East Timor,co-official with Tetum
Indonesian,Malaysia,minority
Indonesian,Brunei,minority
Indonesian,Singapore,minority
Indonesian,Taiwan,"widely spoken, the people were historically in charged to colonize Dutch 
East Indies and Indonesia has become the biggest work force in Taiwan"
Indonesian,Thailand,minority
Indonesian,Philippines,minority
Jarai,Vietnam,minority
Jarai,Cambodia,minority
Javanese,Indonesia,regional
Javanese,Malaysia,minority
Javanese,Suriname,minority
Lampung,Indonesia,minority
Madurese,Indonesia,minority
Makassarese,Indonesia,minority
Malay,Malaysia,official
Malay,Brunei,official
Malay,Singapore,co-official
Malay,Indonesia,regional
Malay,Philippines,significant minority
Malay,Taiwan,"significant minority from historical event, see Japanese Empire"
Malay,Thailand,minority
Minangkabau,Indonesia,regional
Minangkabau,Malaysia,regional
Minangkabau,Singapore,minority
Palauan,Palau,official
Rejang,Indonesia,minority
Sasak,Indonesia,minority
Tetum,East Timor,official
Evenki,Russia,"minority, in Siberia"
Evenki,China,"minority, in Evenki Autonomous Banner of Inner Mongolia"
Evenki,Mongolia,minority
Nanai (Hezhen),Russia,"minority, in Khabarovsk Krai"
Nanai (Hezhen),China,"minority, in Heilongjiang Province"
Manchu,China,in North East china
Estonian,Estonia,official
Estonian,Finland,minority
Estonian,Russia,minority
Finnish,Finland,"co-official with Swedish except in Åland Islands, where Swedish is the only 
official language."
Finnish,Estonia,minority
Finnish,Norway,minority
Finnish,Russia,minority
Finnish,Sweden,minority
Hungarian,Hungary,official
Hungarian,Serbia,"minority, co-official in Vojvodina"
Hungarian,Romania,significant minority
Hungarian,Slovakia,minority
Hungarian,Austria,minority
Hungarian,Ukraine,minority
Sami,Finland,official minority language in Lapland.
Sami,Norway,official
Sami,Russia,non-recognised minority
Sami,Sweden,official regional minority language
Navajo,United States[41],minority
Apache,United States,minority
Chiricahua,United States,minority
Jicarilla,United States,minority
Lipan Apache,United States,minority
Plains Apache,United States,minority
Mescalero,United States,minority
Western Apache,United States,minority
Cherokee,United States,"minority; mostly spoken in the region of  Cherokee Nation in the state of  
Oklahoma"
Erie (Language),United States,minority
Hopi,United States,"officially; in Hopi Reservation Hopi, AZ"
Tübatulabal,United States,minority
